signal_strength,packet_loss,temperature,bandwidth_usage,cpu_usage,latency,active_users,power_voltage,status
49,4.744875720277641,42.081111820883166,86.43096231708407,12.428076537241942,33.24318938704082,927,253.97653562635435,WARNING
100,2.6888995799755513,68.13644323496985,15.604455550573016,36.56993151879635,103.32766850785598,83,230.0931459402257,WARNING
40,4.0010749040167095,44.66027851579939,96.61320156338108,16.242365245455655,74.90442869312318,983,209.5007850170285,WARNING
53,3.4442976258389004,38.291285511171026,26.11824483043861,51.85378181248513,102.51119077685625,807,259.91494407175776,NORMAL
58,5.297898319326091,67.00261819325912,41.51949872521335,45.68973182412883,252.03711886488588,39,207.40983179581164,FAILURE
86,6.474761764590627,87.620680708783,70.29065385504174,42.275687975493405,277.99742689834767,435,222.79436117311954,FAILURE
97,3.2577881063842504,38.58577130221106,87.62106821605158,61.437347174633565,290.5983953474247,275,214.36729005208045,FAILURE
85,6.074883908956384,72.61871169901892,73.89841680249162,34.646606294364226,239.47214498300252,745,220.20449481241985,WARNING
93,1.6907636675852755,76.97423600278947,33.67010148034169,78.75978448891048,276.20527533456715,892,189.9543627789621,FAILURE
83,7.507985813560706,44.27003314447073,40.017308770992656,56.72249658791615,154.9096386107901,263,222.98233219338127,FAILURE
79,7.702278893831562,81.07864948289527,85.20012643273475,88.8352690004479,281.6455232218033,112,220.29643803379284,FAILURE
97,4.467343480445855,87.80598575860435,77.66214517396448,23.44013375406515,281.1231489271243,294,254.50133443829878,FAILURE
60,1.389519052624385,54.957701246272876,30.473021377555018,39.20515052755334,15.176774644225825,539,232.39104540856525,NORMAL
69,0.9568976749228175,77.13001625182338,44.75880417474593,14.252143196842411,209.42462639421845,53,245.71944528435648,WARNING
64,3.618871688785946,58.49846349353957,43.606987033550325,92.01392064188117,180.96892646629433,909,188.54934283038347,FAILURE
70,8.269023357336744,29.43202757428845,11.194629824295426,13.040269175773892,282.5935150617194,854,255.50642504331336,FAILURE
94,0.20770152700183453,46.705305664580166,87.02612056207516,56.53959520024358,298.7283334313701,817,206.04223147690365,FAILURE
40,6.6119694509141835,69.58144375278711,24.875702097742312,77.34830505122748,22.31927080200795,196,211.07536603658312,WARNING
54,9.88796183787777,69.44683747956017,90.02750175814371,85.88962012660166,45.37257574471173,175,243.371428104913,FAILURE
61,2.9197073916060177,94.30190484196503,27.902295382899254,96.12778087056597,81.19548918501279,336,251.5999976219853,FAILURE
98,7.353645280903127,84.24105611404798,11.04744522197662,66.70976653922278,205.66772553213673,126,249.75515065589104,FAILURE
50,2.887972334599287,50.8500965671089,48.89004077770777,38.898476205248386,131.6556065064852,780,180.50759113829346,FAILURE
75,1.0200209138823335,46.212022345831045,18.34172194453657,56.893614261799065,222.91368471654172,667,257.45549248207976,WARNING
90,7.472954501015736,36.246335318592834,82.72605360792524,71.06604798106838,172.35659366157114,106,244.41459631347155,FAILURE
40,4.062522385770027,78.81595401661542,55.56417539843036,51.49163790923005,275.8227828599181,893,182.17395333117176,FAILURE
65,1.1124572824032253,44.719205531741025,26.621078702110434,58.32869292433319,271.93652208153185,509,213.3662899082802,FAILURE
54,6.971918652189634,54.94342421275582,87.25383188510425,71.34042936532467,177.77303424835915,255,257.7300448227896,WARNING
70,5.588326533473187,72.28404232152161,74.78995080861611,25.530541345228464,17.29919603555349,688,226.48176265509042,WARNING
93,5.551730098018284,32.67235432766816,74.23134104474282,19.085648472320678,33.779658410301906,866,221.88653671830872,WARNING
94,5.31052226669936,57.16061751574618,28.97195425999921,96.5777344219425,171.6238987486407,543,208.77334111105074,WARNING
65,5.226341957942301,50.32518115380569,53.266927657764704,61.77484757016816,74.42528581752633,668,259.59548968068157,WARNING
45,2.4996306103339796,30.790041856407267,17.25071533768621,55.69441944698622,76.44346904326444,827,218.0075316427447,NORMAL
93,5.752859490236077,50.135084868418055,15.996792615679542,12.231518946765007,35.51696669130283,505,209.6708377653185,WARNING
59,4.1650788223361355,28.866400168918897,61.8725912729984,22.4407356359719,203.85868603259854,147,206.79296624293428,WARNING
88,8.501906328613526,47.158568554015496,52.35105907039183,58.360577486312266,100.33782918830369,113,198.93665105686404,FAILURE
76,8.404436531250637,40.83606662103803,49.017958398909684,42.515118275279626,215.5774572496739,152,249.73648910232015,FAILURE
42,2.765518262209017,60.02480504599354,35.8322480287284,59.75920479843512,108.87046431366215,365,250.22024386944204,NORMAL
94,9.86051166153382,61.202935444195134,16.453965591086696,88.86957362146613,89.23074472342354,975,208.1878284537628,FAILURE
71,6.430421387324583,66.06936026099302,32.45463635248477,22.402529464887515,119.66014839010293,904,251.317923150834,WARNING
40,7.186171160307526,54.497449082543795,69.94803710233279,78.63703535150884,140.0196180821031,139,252.6708683935305,FAILURE
84,1.878470992973016,92.59885540564338,72.13800072006651,57.27375168913108,26.06543625286506,669,238.16387724082708,FAILURE
41,6.138239235706111,42.472914813282,24.535629207312,22.52639945635778,265.1888050786255,89,186.92467698337902,FAILURE
100,5.378070409956629,80.77815994058784,42.158201825840045,98.8433488951483,227.10088117041263,877,218.88127709969908,FAILURE
84,6.760505317284233,94.03769110085747,32.367146445849045,64.01882278384855,179.23084643344652,58,198.7730478358899,FAILURE
100,0.7871530556699069,38.94089036917465,12.569014230781306,84.2480715416021,256.71867816242315,956,210.88550092947867,FAILURE
56,7.185691650621628,78.36320980625453,61.46010806510489,95.27076324058658,257.78947077022735,625,253.62042906484032,FAILURE
61,7.5298621706659,41.2275468479997,48.01527009254055,36.24868466496488,17.211375581881157,989,202.95508078216193,FAILURE
81,4.899006719472489,55.11215484688616,50.49475148869026,33.54674069758957,276.0272237375045,200,181.9643117445724,FAILURE
61,1.4861560524663642,58.06345397579081,68.44354874991745,73.03093272441905,279.61907470129404,618,235.65585962095503,FAILURE
98,5.0500211258902095,62.94222929615521,85.65516274742976,31.66107274137641,105.79261176390901,981,187.7242159809503,FAILURE
54,3.6402691303779178,76.0532128185924,30.40965172236247,92.42557281985377,68.58818983578213,451,222.2722894995377,WARNING
76,3.719785006523333,37.65382960377593,42.45150466674122,38.10816045611476,91.1079826758972,769,241.86933417901986,NORMAL
100,4.33227882275002,75.60842399573781,40.59360677476299,44.66584157015919,234.0668992720718,283,216.88227524008195,WARNING
52,6.388629905373163,47.60569120075273,46.228521721942606,45.04539035678224,103.60552917614994,41,184.21462613028459,FAILURE
47,1.344466338751874,24.76716000970878,67.59742845311068,34.02424690730988,171.3740916667489,49,211.7577707891082,NORMAL
79,3.654899422677973,73.44693456589647,67.15668129625722,34.052139973776164,283.7782600657876,925,231.60229484017697,FAILURE
90,3.189922751959353,77.0792543597046,72.82313615965086,68.25607460370506,132.98289438891138,760,212.1806381928793,WARNING
40,5.663104905893038,60.436881147236384,78.21319957100351,26.57586398213258,156.55336994976062,365,244.81830611647774,WARNING
46,7.231392864292312,25.41267404859907,75.53380110356034,44.36224492408213,35.776368922168665,234,222.22040497091453,FAILURE
90,5.618182082062004,37.6816460207222,55.36624019763877,16.205403625775325,131.7510769337675,663,181.81972168544644,FAILURE
94,1.623913305996676,28.279815984090433,72.7443449893174,31.109714979558277,158.0933423110134,342,254.9937165539244,NORMAL
59,9.85774296491082,62.595364212945206,32.28041370709722,49.535358341878826,286.10914727419106,405,230.93151116496782,FAILURE
51,0.16060840273086407,44.12519984292093,94.76416630507536,12.141672774173678,257.23586023003776,352,208.51873360693202,FAILURE
65,8.270073889706786,91.14920451495573,13.337152878292494,26.798892565462346,43.00843301717915,449,209.84717337823872,FAILURE
48,8.664015486618744,34.575050180289324,41.03593703745106,85.79169987579887,14.87349831821908,428,217.89318359618764,FAILURE
94,1.1836523723460812,23.79952789423982,22.180462428803686,96.02571547963818,178.8083960528206,269,196.9134727634297,NORMAL
93,8.61802985369948,77.36759567212383,86.95318490967367,27.907959297394875,185.2391177469752,243,247.1497735499204,FAILURE
64,9.850096327418292,51.92772787042505,80.43990006285618,55.104660066101566,51.43086347446577,690,195.49773290832977,FAILURE
97,6.271510930090361,91.58478046184175,45.25040290698689,80.5845941392961,20.853052717179686,185,225.88735872542915,FAILURE
56,1.5755866989306888,46.13823505932554,91.52507421043669,22.528553567189498,133.22019531216168,677,210.46301831390343,NORMAL
55,3.1061803352433315,29.486321066776885,48.42480918536332,80.71698547087315,167.21142579173076,327,207.53952226216825,NORMAL
84,4.217728695046448,29.818049570802817,58.50849066706299,67.21864918562665,265.57071858907386,902,192.61563596502896,FAILURE
41,8.497088852873528,83.53415476902423,15.014715818603246,68.49640566319657,85.12037196169825,355,212.18651156103118,FAILURE
54,2.254361145226469,60.80633890614806,47.175096746993916,39.20184208490412,294.7887676500464,886,204.48555003126026,FAILURE
78,6.443002984519576,28.291129151786173,61.19703908236994,58.12922825907244,150.70295559293982,422,232.94263307567022,WARNING
66,5.247464907287773,27.24307285351069,78.52556925419495,27.76967868554981,80.48771922400157,855,252.3806813577924,WARNING
53,3.249748164890102,44.37591854852259,95.06334561947162,34.88437264835992,102.16989052141011,504,234.37404250779053,NORMAL
95,1.7658359571090898,26.07529936996624,64.91961337977608,19.74036560733223,233.06087334701266,711,190.29467106602237,WARNING
70,7.682293987813385,29.496798595269123,63.30217793035997,83.95802356607237,80.16402726941374,580,197.38194580259236,FAILURE
91,3.1415345787722035,20.793844884727438,96.1189633116933,75.84297453972486,207.67696250110475,699,235.26128851518476,WARNING
43,8.671147363133262,71.96122743321781,89.7705561904624,26.042076278238394,205.52442419162318,602,243.91810662832793,FAILURE
51,8.147583303163334,35.24137835808823,12.79186073420329,64.50679269309975,187.52876738162462,531,225.0657966987894,FAILURE
42,6.587507243260892,56.081667829230554,33.61652508575698,91.60869437007506,5.830546680910693,916,190.08130844762508,WARNING
96,7.042280588489676,20.924625698207528,96.87199101941297,93.68919517904263,261.0099955934121,404,253.0028614287823,FAILURE
44,7.157969478756519,60.97286623297073,99.68012841259491,85.00785954319707,18.116347859474274,117,191.3087961954936,FAILURE
48,0.2467633580588291,48.72189586851003,75.77601056103548,23.444085928336,191.77639004501327,103,191.83919251294915,WARNING
77,3.027090029601356,72.23732193941896,34.351562282678934,15.662120270549462,64.64373887557105,249,250.5049010720156,WARNING
87,0.18505400818872642,66.61474416219762,79.4202508526418,87.8253315961684,76.26761294125501,895,182.532945037429,FAILURE
67,5.371708049195181,41.48314206674449,17.544505300757777,93.78144754237803,93.05005283569109,103,225.23241535922085,WARNING
93,7.750172074416927,60.31466628875731,46.433015675751605,48.219365955439436,153.55019473708055,662,180.52484251261473,FAILURE
46,1.1056676315679115,71.69217104338409,75.5087373112718,50.50887453103108,235.99349821971336,267,226.0851832890396,WARNING
85,7.609651267188915,64.44347879751709,20.631287695698916,23.865974378666987,135.26801521109638,87,228.4958804972623,FAILURE
51,9.705041473753372,72.17446203728915,64.59833892373737,55.21175904397708,168.80092619321775,453,256.61332776779557,FAILURE
85,9.481696632230726,44.805217866256314,83.23766487598974,56.91890838932796,266.0456646938042,170,251.09564131020966,FAILURE
48,3.7067591508260156,72.79280919459501,10.187150592226565,32.56789496515623,288.3733804090509,838,236.13703601951443,FAILURE
45,8.921345547329626,75.43320776605572,11.258254036511305,98.61748428101735,20.476815782834755,113,220.20941169265745,FAILURE
87,8.35300035575144,88.26932581982994,64.10386428212857,87.99080823982835,69.81404009572537,808,240.80473385056007,FAILURE
69,8.76585939550104,34.31259975225173,93.94956112013791,35.3200147304379,155.14659681228204,576,251.32145054381976,FAILURE
86,3.081549154070411,84.09409774095165,41.051117091293136,64.00201816716813,66.30214645371639,835,198.52005026550495,FAILURE
73,0.7279838934278371,35.833967119403866,91.38035776371915,43.443848542309176,84.13974350494524,838,238.41017103501943,NORMAL
98,1.2581155729567872,46.914703446557226,88.55975176204947,78.96103847478197,120.32627425381662,386,197.5634322726673,NORMAL
87,5.765436678908154,51.747771530654916,67.7216023334004,94.61934602771028,136.92706747378568,545,195.4012714437785,WARNING
73,7.82473248495136,51.678920807601244,74.67764690759947,51.507586535893964,195.75110586284598,804,222.56479687408068,FAILURE
89,7.901354765164222,42.78339819550558,16.763316448538063,61.03768595837725,144.56428645330755,231,216.80453093795575,FAILURE
54,4.940117460732515,86.33672713693606,54.00988837801775,36.9708725536283,266.5840227289538,826,198.66166313423062,FAILURE
54,8.258205893887183,92.78807864583897,93.9854531017336,29.715429015547787,86.27616570559874,337,225.86809984451253,FAILURE
95,3.9526893399352305,25.330805907851275,52.87142168927171,52.83105098568875,170.39613139726387,109,206.386436272996,NORMAL
100,0.09092850488896742,32.49457932056926,68.14526057061502,73.09916239574784,172.98951553076307,867,231.9377476551793,NORMAL
77,6.317882791661038,41.05985289242963,32.72312677580787,77.19474163303013,135.15060381742578,459,187.13584152820675,FAILURE
79,5.489888816578182,37.593871107198005,48.64328550774151,59.37801537253408,293.0852043382045,282,256.34969895232405,FAILURE
44,2.177853748563514,70.11062376299711,87.44923630873853,58.587058355035765,55.5548987859029,522,199.23368734671638,WARNING
91,6.895188635716817,36.08461158863439,92.69909302325141,20.336488833953872,7.514866353315958,707,257.29313871293317,WARNING
83,4.32642921072529,52.48752478128188,66.96233743299123,51.49043082601834,139.3917110287997,272,253.45826297164788,WARNING
100,5.447769562519867,41.4661675550449,29.50893953997805,21.085716078975473,89.80429289056907,859,246.90474883110278,WARNING
54,1.0600762856147283,85.75236153751722,65.2152977915806,81.86723211069388,87.10808915515209,47,212.32217451580993,FAILURE
55,3.4427250258245348,38.77454286716713,10.29417883768465,65.38183828046562,104.19525908502816,764,229.87214173683424,NORMAL
92,5.702265092671784,29.952064557931617,77.17336592348553,53.50130859345171,248.73648877516774,116,212.04858451992095,WARNING
56,9.724544001436573,71.42729795758149,14.942955931546113,28.00749203951797,45.35079007382218,330,180.3949017084835,FAILURE
56,3.508151921381052,68.62520463345805,47.4179680203608,88.89583952969032,151.06936731635813,640,188.78671142802295,FAILURE
74,5.237000041182188,47.776601482269115,59.153845368144744,10.03708264585717,256.6568756054727,64,232.17005680082735,FAILURE
89,6.079245399802923,31.535950855418797,99.07224795660201,68.80652377002264,251.75103196106522,89,254.09147549095712,FAILURE
72,1.6193266813972407,92.5067810324751,22.238151149875453,90.89247610004469,58.48701147976173,24,204.22007477798593,FAILURE
93,0.08029285365632854,75.20029604471719,40.773118578978014,21.388451531527444,48.797784240218675,998,248.74870181436194,WARNING
79,5.715217916676911,90.94112604552504,66.26149847624418,66.93523611820227,298.33880159634487,383,213.19413350854532,FAILURE
40,8.671698167995842,32.86760103515547,98.03107957536135,20.838449952842495,119.33796867824336,174,214.5853904394842,FAILURE
83,2.9794008243296624,24.674474058473855,34.92823544545232,87.02420711528335,35.557706219342855,248,229.17203977579285,NORMAL
63,1.8452564081791212,84.76541281521969,75.38828686568168,92.2593165317199,71.11130697240063,140,190.86919495424857,FAILURE
83,4.359597472112383,80.03317103133126,61.44756046816976,26.920980864577885,6.628535489798771,207,197.33375429839532,FAILURE
84,4.76050432456268,67.24299567580636,44.10989888220655,86.8260739591844,139.363972130722,22,228.07355119393566,WARNING
57,3.5311022675254944,66.06058221705622,99.15193893905074,58.010707927962734,190.90863760569044,562,230.33038130948975,WARNING
87,5.644628693865689,35.68732823563748,85.30109057396223,22.724352202315977,234.86032026145554,163,227.71290527078605,WARNING
47,5.265595335000999,35.20699846235028,11.807143531881138,29.947205758065298,131.60829234054992,178,236.57408450959375,WARNING
84,0.9305704309928575,21.422195547839735,61.91527474608433,78.572960329334,109.8853140682848,39,229.00326820216844,NORMAL
59,2.4108006663724013,51.24976544222544,46.29264918280018,53.79631865359186,107.53732276743034,391,196.29255365305744,NORMAL
49,0.03777173341008577,55.405174130640354,93.89712347771068,71.04154798784438,99.3934328802607,339,181.15684257281038,FAILURE
86,7.001269444736138,31.16791996808919,43.89661649794888,88.45415256331498,176.46910168977158,657,258.2861223592118,FAILURE
45,1.4054371164535584,56.03095904917644,27.24372243113261,63.17092530319036,104.64097581144516,946,186.906870310448,FAILURE
97,2.7666676205567455,50.071582186664315,48.42087977419042,17.20829482776343,202.2147167232557,331,256.90960155083224,WARNING
68,0.9418368542427924,55.24925589717563,49.81316941162411,48.397148156889244,136.7191163097313,271,256.0336414002445,NORMAL
43,2.4278017939272942,66.27868718370415,88.25149059402824,39.186091293409206,95.01456123666615,15,200.54668869677795,WARNING
95,5.6538017392607856,29.088919998543115,16.266067272119848,23.421140476752043,161.72567406677965,519,242.88404094804451,WARNING
74,0.6512825201703232,88.65052509766349,83.07565769260427,97.9282461936877,98.19366306345178,88,216.37089338849842,FAILURE
65,0.7922560400908296,33.065008393548354,44.0683337924033,20.99844963913909,134.59458945924516,860,206.26457804616342,NORMAL
83,9.690547666653243,63.174726174031406,45.430706689848016,81.38311166803408,217.37946829780566,436,252.66532951307954,FAILURE
73,7.7032191967144374,63.62554042995709,99.40803524917888,40.87365469539189,118.27981248149254,763,243.18964200386043,FAILURE
91,4.704829021313998,86.76374304319636,67.20329739845167,62.16285397745764,62.022779938634784,179,197.21806446324007,FAILURE
72,5.112213661954623,42.05206774167486,49.00699245588498,48.343964125735624,205.52085292041974,102,258.9592641579661,WARNING
53,8.067935979267732,23.267181553969586,14.37963696445577,56.77308688425576,11.222756354675852,894,219.769388182507,FAILURE
92,1.2188136360765323,41.63339697697381,97.10547976935592,76.37825584703306,192.50403928916467,141,216.73027227981387,WARNING
79,6.647540389329861,56.57061285333988,29.492011613126518,80.46989711371629,297.4757259520761,711,229.6251458794117,FAILURE
91,0.4544332713515653,57.496590057101756,27.099117002065206,28.322268099993494,104.17520601946828,566,180.72960126268714,FAILURE
82,2.465244769344247,59.30188005062324,35.26131843484154,53.00248058821807,56.733233322387306,437,217.55344171119526,NORMAL
92,9.310693510824832,68.64631326485534,52.242034285653965,36.88470590187127,10.17590551322679,498,227.67529373034478,FAILURE
58,7.259219180974612,33.37840902953374,13.156643526995065,93.52816637832854,40.77100355194247,265,214.96860263469827,FAILURE
50,3.5131365950524263,41.14610040314565,77.50782580704573,67.45709980817051,35.190097560632715,686,196.48643722907354,NORMAL
40,0.1864359055822462,47.47585796235822,76.13462051176693,90.35458672828108,84.81446178958252,96,182.030390282182,FAILURE
56,0.894346480313265,29.22008552055339,44.02742709284736,18.594286411384815,62.335181220427955,923,236.98252447069623,NORMAL
41,0.24040836975753654,86.50616056653423,54.491722135653085,11.787952445296908,84.75124807258808,907,223.63050024192435,FAILURE
99,8.929215840122527,84.72172674270188,85.88801499384616,90.98097668430754,292.71230439938586,138,257.9297616975987,FAILURE
97,0.8270657088479894,68.27474567212165,77.70304357636194,53.449139745182265,222.46810222889482,245,227.26337713091687,WARNING
89,2.9770857545728004,25.58877640863129,59.57394939413162,54.95989658946677,173.93109484311762,647,208.02339991327287,NORMAL
69,9.672287815574713,76.8357995163399,46.67407772809878,59.9941639819509,248.07050625428622,498,246.64732192981202,FAILURE
77,8.941960729510903,59.29776339310465,17.352179192920026,39.685336835094255,58.141939749416814,594,185.04142945253966,FAILURE
42,6.47494653083025,65.65851667515821,75.49167193119303,86.56481116363943,78.0429871249062,720,238.03403103715155,WARNING
97,0.8907017397191874,29.51868989157397,64.22834568806255,58.825528645744185,141.65108551161413,113,235.6470185384781,NORMAL
78,0.7774536558546541,24.672132447577955,66.65863150699691,63.28245589832847,102.1362716050423,643,235.8232178333151,NORMAL
92,6.257033215910114,67.8363154703054,79.75510720588638,41.152378322358835,53.11987268835361,968,210.3025281101643,WARNING
73,2.132755618178374,92.40218155494341,62.653192712362156,68.187667446343,200.04713034771393,483,243.54883401061556,FAILURE
75,2.812258041803428,42.7636291333352,55.278051894068916,20.714922010438084,272.6430402837675,941,190.4503768030507,FAILURE
72,9.225461200054456,45.464693781577466,52.849067637212904,77.33325373371048,189.4625095311648,80,214.234406060019,FAILURE
86,9.972617607411024,66.09565570603098,87.23264741384341,68.80170601357446,36.23440425260264,515,228.08631494133442,FAILURE
40,3.563564191250701,55.474489229467785,34.963286117742186,25.767105801139245,132.3855200811306,877,221.4206295817761,NORMAL
95,0.3366429583668018,24.994635730823386,52.25005404696427,74.97922661310734,119.156475524667,764,196.47168018934863,NORMAL
75,1.3507041717981505,29.739187505949552,31.669866853456387,98.6649776615123,1.8167331396964932,462,186.0661376854622,FAILURE
55,5.202296502880221,33.9980231233847,24.386752308817872,26.237783807406306,119.66314007096362,256,189.7226154224073,FAILURE
83,2.450840507444693,52.37813501817036,74.69299859846562,22.152436589550895,163.371840959352,553,248.13351009688427,NORMAL
57,7.742971928832914,38.22820080954216,53.125885390556356,80.79777360163371,162.65590344406587,141,187.16092806276103,FAILURE
70,1.9215073927069182,46.53806867082114,84.50500058710229,13.762630007061475,18.69355366689769,83,210.2936336290461,NORMAL
57,6.182829653247773,44.20449684654513,85.2166941399954,92.62695236371884,280.5698279953194,967,221.7588972009886,FAILURE
77,6.85635039444616,26.868250439520477,29.346442094263338,12.404003519195985,204.21352934666098,196,197.17876528002012,WARNING
80,3.747340708768312,60.64320737402271,44.621094477559744,54.435512352610004,22.231577120648407,149,187.36148470578522,FAILURE
58,3.7024447361779234,69.1880568347216,13.69668314377693,88.4818035154295,230.92556091304874,735,221.99259025823036,WARNING
